"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Eti Gıda Eti Mutlu Kutu","25 Aralık 2023 11:09","722","Eti Mutlu Kutu kampanyası ile ilgili bir sorun yaşadım. Paketin içerisindeki şifreyi girdiğimde hata ile karşılaştım. Eğer gerçekten bir çekiliş düzenleniyorsa, bu durumun düzeltilmesi gerektiğini düşünüyorum. Aksi takdirde, bu tür sorunlar nedeniyle Eti markasını tercih etmekten kaçınacağım.",""
"Eti Gıda Eti Mutlu Kutunu Profil Bölümüne Giremiyorum","25 Aralık 2023 10:01","385","Eti mutlu kutunun profil bölümüne giremiyorum. Tıklıyorum giriş yapmıyor Bu yüzden de puan alamıyorum Ne yapabilirim bunun için. Eti mutlu kutunun profiline giremiyorum. Bu yüzden de giriş yapamıyorum. Eti mutlu kutunun profiline giremiyorum ve puan alamıyorum.",""
"Eti Gıda Tarihi Geçmemiş Ürünün Bozuk Çıkması","25 Aralık 2023 08:30","328","Marketten aldığım Eti Antep fıstıklı beyaz çikolatanın tarihi 08.03.2024 olduğu halde çikolatayı açtığımda bozulmuş olduğunu fark ettim. Paketi ilk açtığımda sadece üst kısım bozulmuş gibi görünüyordu. Fakat çikolatayı kırıp baktığımda beyaz kalıntıların çikolatanın iç bölgelerinde olduğunu da fark","..."
"Eti  Mutlu Kutu Kod Sorunu!","25 Aralık 2023 07:44","517","Bu ay bir koli Popkek aldım, ancak içinden hiç kod çıkmadı. Neden bu şekilde insanları yanıltıyorsunuz? Bir daha bu kadar basit bir şekilde insanları kandıramazsınız. Şikayetleri okuyunca inanmak kolay çünkü insanlar bazı şeylere ihtiyaç duyuyor ve siz insanları yanıltıyorsunuz. Ürünün içinde ya da","..."
"Eti Gıda Eti Gong Siyah Leke","25 Aralık 2023 02:00","373","23 aralıkta BİM marketten aldığımız Eti gongun üzerinde siyah bir şey var ne olduğu anlaşılmıyor. Küflenmiş olabileceğini düşünüyorum. SKT 22/08/2024 daha tarihine çok var. İnsan sağlığı bu kadar mı ucuzladı. Ne olduğu hakkında bilgi rica ediyorum. Yoksa gerekli yerlere şikayet edeceğim",""
"Eti Canga Boyutu Farklı","25 Aralık 2023 00:29","407","Merhaba ürünlerinizi severek tüketiyoruz ama bugün marketten almış olduğum Eti Canga paket boyu her zaman ki gibi ama içinde çıkan çikolata görselde de görüldüğü gibi yarım çıktı. Ürün fiyatını baz alarak bunun hattalı olduğunu düşünüyorum. Hayal kırıklığı",""
"Eti Gıda Eti Ayıcıklı Çikolata","24 Aralık 2023 15:09","120","Marketten aldım ve böyle çıktı, çöpe attım; bir değil, iki değil, bu kaçıncı oldu. Bir daha almamaya eminim, artık parama yazık. Gerçekten her aldığımda pişman olmaya başladım. Kireç gibi görünüyordu, gerçekten yeter artık. Verdiğim paraya yazık, cidden kolay kazanmıyoruz biz de parayı. Tamam, paras","..."
"Eti Taş Çıktı Çubuk Krakerde","24 Aralık 2023 14:55","274","",""
"Eti  Çikolata Bozuk Çıktı!","24 Aralık 2023 14:48","158","",""
"Eti Gıda Ürün İçinde Siyah Bir Madde","24 Aralık 2023 14:34","645","Eti Gong peynir ve acı ürünün üstünde yapışmış siyah bir madde buldum. Severek yediğim ve günde 3-4 paket tükettiğim bir üründen tiksindim. Türkiye'nin en büyük gıda firmalarından biri olan Eti'ye hiç yakışmayan bir durum bu. Ürün, üretim aşamasında kontrollerden geçmiyor mu? Geçen gün aldığım Crax","..."
"Eti  Cin Üretim Hatalı!","24 Aralık 2023 14:17","164","",""
"Eti Gıda Eti Popkek Kod Dikkatsizliği","24 Aralık 2023 03:13","1.300","24 Aralık 2023 de aldığım üründe kampanyaya ait kod çıkmadı. Uygulamayı indiriyorsunuz ama kod yok. Durumun düzeltilmesini ve özür dilemesini ve adli işlemlere başlanmasını talep ediyorum. Bizi dikkate almayıp aldatıyor gibi yapıyorsunuz. Denetim olmadan üretmiş olmanıza imkan yok. Çalışanların gözü","..."
"Eti Hoşbeş Ürünü Yanık Halde","23 Aralık 2023 17:54","121","Eti Hoşbeş paketli ürünün içinden yanık ürün çıktı. Zaten ürünün renginden de belli oluyor ama kontrol edilmeli. Kaliteye göre ürün ayrılıyorsa, 2.kalite bir ürünü satmamalısınız. 1. Sınıf ürün fiyatını ödemek durumunda kalmamalıyız. Poşeti ve ürünün görselini de ekledim. Ürünü yiyemedim bile. Koyu","..."
"Eti Gıda Eti Petito Şikayet","23 Aralık 2023 16:55","189","Birkaç gün önce Eti petito'nun 18 li paketinden aldık. Bugün açtığımda yenecek durumda değildi. Eti ye Instagram'dan ulaşmaya çalıştım fakat geri dönüş alamadım. Tarihi geçmemiş bir ürün nasıl bu hale gelebilir anlayamadım. Eti gibi büyük bir markadan beklemezdin, mağduriyetimin giderilmesini rica e","..."
"Eti Gıda Eti Cin Ürününü Tüketmeyin","23 Aralık 2023 10:44","50","Zincir marketten Eti Cin aldım, en kötü yanı da birkaç tane yedikten sonra fark ettim. İlk kez böyle bir durumla karşılaştım. Eti markasına ait herhangi bir ürün tüketmeyeceğim ve çevreme de ileteceğim. Son tüketim tarihine de daha var. Videoda görüldüğü gibi üretimle alakalı ciddi bir hijyen sorunu","..."
"Eti Gıda Eksik Ürün Tedarik Edilmeli","23 Aralık 2023 10:16","52","Aldığım paketteki ikinci sıradaki tüm gofretlerin yarım olduğunu fark ettim. Yılların tecrübesine sahip bir marka olarak Eti'den bunu beklemiyordum. Konu hakkında geri dönüş yapmanızı rica ediyorum. Eti markasına güvenerek alışveriş yapıyorum. Daha dikkatli olmanızı ve kalitenizi korumanızı umuyorum","..."
"Eti Gıda Yarısını Yiyip Mi Gönderdiniz","23 Aralık 2023 10:09","53","Paketi açtım ancak paketin bir sırasının yarısı eksik. Bu nasıl hizmet? Yıllardır etik iş yapmanız beklenirken, kalite kontrol gibi bir bölümünüz yok mu? Allah aşkına, bir ürün alıyorsunuz ve yarısı eksik. Paketin üzerinde 142 gram yazıyor ama bu 124 gram. Bu durum yanıltıcı oluyor.",""
"Eti Gıda Eti Mutlu Kutu","23 Aralık 2023 03:04","336","Eti Mutlu Kutu'daki puanı alabilmek için Eti'den aldığım gofretin içindeki kodu defalarca kez doğru yazmama rağmen 'yanlış şifre' uyarısı alıyorum. Böyle bir durumu Eti'den beklemezdim. Lütfen bu soruna bir çözüm bulun. Bu konudaki şikayetlerin dikkate alınmasını ve yapılan yanlışın düzeltilmesini t","..."
"Eti Gıda Kıl Mide Bulantısı","23 Aralık 2023 00:56","263","Karam alıp atıştırmalık yedim içinde kıl çıktı. Midem kaldırmadı bir defalık olacak bir şey değil daha önce de çikolata aldım çikolatanın yarısı yoktu ve bozulmuştu. Bence artık Eti ürününü alıp da evime götürmem. Bir defalık olsaydı tamam derim de bu kadar da olmaz.",""
"Eti Gıda Sahipsiz Mi Bu Eti!","22 Aralık 2023 23:17","115","Ben 2010 yılından beri burada esnafım. Bu zamana kadar plasiyerler, ihtiyaç olsa da olmasa da gününde uğruyorlardı. Bana haftada iki sefer uğruyorlardı; biri çarşamba, diğeri cumartesi günleri. Ancak 6 Aralık'tan sonra hiç uğramıyorlar. Cep telefonundan arıyorum, telefonu açmıyorlar. Yetkilileri, mü","..."
"Eti Gıda Bayat Eti Gong","22 Aralık 2023 22:49","516","",""
"Eti Form Eksik Çıktı!","22 Aralık 2023 21:29","224","",""
"","22 Aralık 2023 20:34","875","",""
"Eti Gıda Ürünün Paketi Boş Çıktı","22 Aralık 2023 15:19","458","Aldığım Eti Puf ürününün içerisi boş çıktı. Ürün yok, sadece ambalaj mevcut. Ambalaj hava almamış ve kapalı bir şekilde duruyor. Bir koli aldığım ürünün içerisinden bir adet bu şekilde çıktı. Ürün ambalajında deformasyon ya da benzeri bir sorun yok. Bu durumun nasıl olabileceğini anlamakta güçlük çe","..."
"Eti Gıda Eti Puf Boş Çıktı","22 Aralık 2023 14:15","390","Bir kutu Eti Puf karışık aldım, bazı paketlerin içi boş çıktı. İçine Eti Puf koymadan paketlenmesi tuhaf. Böyle bir firmanın bence daha hassasiyetli davranması lazım. Buna ilk defa denk gelmiyorum, önceden de boş paketler çıkmıştı ancak önemsememiştim. Sonradan bir daha boş paketle karşılaştım.",""
"Eti Gıda Bozuk Çikolata Çıktı","22 Aralık 2023 13:47","179","Bugün satın aldığım çikolatayı açtım ve ne olduğunu anlayamadım. Bozukmuş ya da tam olgunlaşmamış. Bu nedir Eti, siz insanları mı yanıltıyorsunuz? Mağduriyetimi giderin, parayı çöpten toplamıyoruz. Lütfen geri dönüş yapın ve yaşanan sorunu telafi edin.",""
"Eti Gıda Sağlığımızı Tehdit Eden Cinsten","22 Aralık 2023 09:56","679","Marketten aldığım Eti Karam Bademli Böğürtlenli Çikolatanın içindeki folyonun bir kısmı yoktu. Bu bir gıda ürünüdür. Bu ürünün içerisine böcek ya da toz girebilirdi. Ürünüm çöp oldu. Böylesine büyük bir firmanın ürünleri üretimden sonra son kontrol aşamasından geçmiyor mu? Bu saatten sonra farklı ma","..."
"Eti Gıda Eti Benimo Dan Canlı Kurtçuk Çıktı!","22 Aralık 2023 00:51","245","Eti Benim'le ilgili bir ürün aldım. Paketi açtığımda içinden canlı kurtçuklar çıktı. Uzun süre orada yaşamış oldukları belliydi çünkü dışkıları ve pamukçukları da paketin içindeydi. Bu konunun incelenerek ilgilenilmesini rica ediyorum.",""
"Eti Gıda Sağlık Önemsenmemesi Ve","21 Aralık 2023 22:33","424","Gaziantep BİM mağazasından Eti Tutku aldım. Çocuğum ısırdığında içinden tanımlayamadığım, ip gibi ancak daha kalın bir madde çıktı. Paketin içinde de benzer şekilde tanımlayamadığım bir madde vardı. Genellikle kaliteli marka olduğunu düşünerek tercih ederiz ancak çocuğum bunu yerken fark etmesem, sa","..."
"Eti Tarafıma Gönderilen Kutu Açılmış","21 Aralık 2023 21:50","94","Eti şirketleri tarafından bir kutu aldım fakat kutu açıktı ve içinde hiçbir şey yoktu. Kargo poşeti kapatılmamış kutudaki her neyse alınmıştı. Mağduriyet üzerine mağduriyet yaşıyorum Eti tarafından. Mağduriyetimi belirttim üzerine tekrar mağdur edildim şaka gibi her şey.",""
"Eti Gıda Ambalajlı Üründe Yabancı Cisim Bulunması","21 Aralık 2023 21:42","129","Eti Burçak bisküvinin içerisinde bilinmeyen ipe benzer bir şey çıktı. Ailemle beraber ikramlık aldığım yiyecekte böyle bir şey çıkması üzücü. Ne olduğu belli değil. İşin gördüğümüz kısmı bu. Görmediğimiz kısmında neler var acaba. Çok tedirginim ve çok sinirliyim. Her şeyden önce bir besin bu. Fark e","..."
"Eti Kek Küflenmiş","21 Aralık 2023 20:42","149","",""
"Eti Gıda Eti Süt Burger Küflü Cıktı","21 Aralık 2023 19:42","785","Aldığım Eti Süt Burger küflü çıktı. İki gün önce aldım ve mutfak dolabında saklamıştım. Ürünün tarihi geçmemişti. İki tane aldım ve sabah kardeşim yedi. Biz otururken yanımıza geldi ve rahatsızlandı. İlk başta çok fazla yediği için midenin bulandığını sandık. Ancak ağabeyi paketi açınca küfü fark et","..."
"Eti Kurabi'den İp Çıktı","21 Aralık 2023 19:19","69","",""
"Eti Antep Fıstıklı Çikolata Ağzı Açık Çıktı","21 Aralık 2023 13:47","182","Bugün aldığım Eti Antep fıstıklı çikolatanın ağzı açık çıktı. Eve gelince açtığımda böyle bir şey ile karşılaştım. Bugüne kadar hep bu çikolatadan alıyordum ama ilk defa böyle bir şey ile karşılaştım. Eti kalitesine yakışmayacak bir olay.",""
"Eti Çikolata Şikayeti!","21 Aralık 2023 10:51","215","Sürekli aynı sorunu yaşıyorum şikayet ettiğimiz halde hala düzeltilmiyor önemsenmiyor artık etinin kesinlikle hiçbir şeyini almayacağım kimseye de tavsiye edilemez bir marka. Ürünleri beyazlamış renk değişimi ve koku mevcut. Aynı zamanda tadı kum gibi.",""
"Eti Son Tüketim Tarihi Geçmediği Halde Küflenmiş Gıda!","20 Aralık 2023 23:06","131","",""
"Eti Gıda Eti Gong Aldım Siyah Bir Şey Çıktı","20 Aralık 2023 21:04","341","Ben Eti Gong acılı peynirli aldım, siyah bir şey çıktı. İletişime geçtim ama herkese yazdıkları gibi bana da 'Size ulaşamıyoruz' dediler. Ancak yine de gönderdim ve kısa bir sürede iletişime geçeceğiz dediler ama 1 aydır bekliyorum. Lütfen ilgilenin, bekliyorum ama geçilmiyor.",""
"Eti Gıda Eti Petito Çikolatasındaki Acı Tat","20 Aralık 2023 20:40","631","Eti Petito markasına ait patili çikolatada acı bir tat olduğunu fark ettim. Bu durum, kimyasal bir tat izlenimi yaratıyor. Acaba bu sorun sadece belli bir marketten kaynaklanıyor olabilir mi diye düşündüm ve farklı marketlerden de satın aldım. Ancak her seferinde aynı tatla karşılaştım. Sorunun bend","..."
"Eti Gıda Bozuk Çikolata Çıktı","20 Aralık 2023 14:46","458","Merhaba, Eti Karam çikolatanız bozuk çıktı. Son kullanma tarihine daha var. Sürekli aldığım bir ürün ama çok şaşırdım. Aynı durumu Nestle ürününde de","..."
"Eti Gıda Ürününde Kurtların Olması","20 Aralık 2023 13:41","216","Merhaba, Ürün şikayetiyle ilgili yazıyorum. Dün almış olduğum fındıklı hoşbeş açtığımda içinde canlı kurtlar olduğunu fark ettim. Bu duruma nasıl dikkat edilmez anlayamıyorum. İyi ki paketi çocuk değil de ben açmışım, yoksa çocuk fark etmeden yiyecekti. Teşekkürler, iyi çalışmalar.",""
"Eti Gıda Paketli Üründen Canlı Kurt Çıkması Şikayeti","20 Aralık 2023 11:09","724","Sancaktepe Namık Kemal Mahallesi'indeki Özalp Marketten 19.12.2023 tarihinde Eti Burçak Kakao Kremalı bisküvi aldım. Paketi açtığımda içinden 2 tane canlı kurt çıktı. Son kullanma tarihi 30.04.2024. Görselleri mevcuttur. Ücret iadesi ve marketin uyarılmasını istiyorum. Geri dönüş bekliyorum. Eti gru","..."
"Eti Gıda Tahta Parçası Çıktı","20 Aralık 2023 10:59","291","Eti Form kızarmış ekmek ürününü yerken içinden tahta parçası çıktı. Bunu ağzımda fark ettim. Böyle bir durumun nasıl meydana geldiğini ve insan sağlığının bu kadar değersiz olup olmadığını merak ediyorum. Kontrol sisteminizin nasıl işlediğini anlayamadım. Bu durumu görmezden gelemem ve gereğini yapa","..."
"Eti Canga Ürün Kusuru","20 Aralık 2023 10:34","374","Merhaba, dün arkadaş ortamında tüketmek adına aldığımız Eti Canga ürün tett 28/06/2024 olmasına rağmen paket içeriği bu şekilde çıkmıştır. Hem ürün gramaj farklılığı hem de görsel olarak bütünlüğü bulunmamaktadır. Konu hakkında desteğinizi rica ederiz",""
"Eti Karam Bitter Canlı Kurtlu","20 Aralık 2023 08:13","504","Ati Karam Çikolata kurtlu. Son kullanma tarihinin bitmesine 4 ay olmasına rağmen Eti Karam Bitter çikolata paketi açtığımda canlı kurt çıktı. Eti sitesine 3 kere mesaj attım. Fotoğrafları gönderdim. Maalesef sonuç alamadım. Sonuçta saklama koşulundan dolayı olduğunu söylediler. Sapasağlam pakette ku","..."
"Eti Gıda Az Ürün Var","20 Aralık 2023 01:53","588","Crax acili çubuk kraker aldım içinde saysanız toplamda 15 tane var veya yok. Ürünün açılmadan hali resim ve video olarak duruyor. 50 gram yazıyor ancak içinde elli gramlık ürün bile yok. Etiye hiç yakıştıramadım bu durumu. Telafi edilmesini istiyorum.",""
"Eti Gıda Bozulmuş Bisküvi Şikayeti","19 Aralık 2023 23:57","346","",""
"Eti Gıda Renk Bozukluğu Ve Aşırı Sert","19 Aralık 2023 23:49","167","Dün herhangi bir marketten aldığım Eti marka kare çikolatada renk bozukluğu ve aşırı sertlik vardı. İlgili birimlerin benimle iletişime geçmesini ve bir çözüm önerisi sunmasını bekliyorum. Çok sevdiğim bir çikolata olmasına rağmen, bu ay içinde karşılaştığım ikinci bozuk ürün oldu. Markanın bu tür h","..."
"Eti Gıda Eti Antep Fıstıklı Çikolatanın Ağzı Açık Çıktı.","19 Aralık 2023 21:55","68","Bugün aldığım Eti Antep fıstıklı çikolatanın ağzı açık çıktı. Eve gelince açtığımda böyle bir şey ile karşılaştım. Bugüne kadar hep bu çikolatadan alıyordum ama ilk defa böyle bir şey ile karşılaştım. Eti kalitesine yakışmayacak bir olay. Saygılarımla.",""
"Eti Gıda Eti Petito Bozuk","19 Aralık 2023 21:00","331","Bugün İzmir Karabağlar Gül Yaka Mahallesi'ndeki Aydın Market'ten Eti Petito aldık; fakat içi beklenmedik bir şekilde, pütür pütür ve yenecek kıvamda değildi. Tadı da çok kötüydü, hemen dağılıyor ve parçalanıyordu. Çocuklarımıza bunları nasıl yedirebiliriz? Bize böyle mi güven veriyorsunuz? Harcadığı","..."
"Eti Gıda E** Hibiskuslu Lifalif Pişman Etti.","19 Aralık 2023 20:13","401","Ürünün ambalajındaki rengin cazibesine kapılıp annem için satın aldım fakat o rengi kesinlikle yakalayamadım. Yoğurt kısmen bej rengini alıyor ama o p","..."
"Eti Gıda Eti Puf Marka","19 Aralık 2023 16:54","334","Biz ailece Etinin ürünlerini tüketiyoruz; fakat şu anda bir paketin içinde siyah ve grimsi bir renkte bir şeyler var. Midemiz bulandı bu durumdan. Yani Etinin bu şekilde sağlıksız bir yerde imalat mı olduğunu düşünmeye başladım. Acilen bu durum hakkında bana en kısa sürede dönüş sağlanmasını istiyor","..."
"Eti Gıda Eti Browni Kekin İçinden İp Çıktı","19 Aralık 2023 15:17","358","Merhaba birkaç gün önce kızıma Eti Browni çikolatalı fındıklı kekini almıştım. İçinden ip gibi-tüy gibi anlam veremediğimiz bir şey çıktı, daha dikkat","..."
"","19 Aralık 2023 11:36","1.262","",""
"Eti Gıda Paketinin İçinde Kod Olması Gerekiyorken Paketin İçinden Kod Çıkmadı","19 Aralık 2023 11:35","2.814","Merhabalar. Eti Popkek her ay üç kişiye 100.000 TL değerinde Paracard hediye kampanyası için QR kod okuttuk ve uygulamayı indirdik. Paketin içindeki kodu Eti Mutlu Kutu uygulamasına girmemiz gerektiği belirtiliyor. Ancak aldığımız Popkek paketinin içinden kod çıkmadı. Bu durumun düzeltilmesini talep","..."
"Eti Gıda Eti Mutlu Kutu Kod Problemi","19 Aralık 2023 09:38","1.063","Eti mutlu kutu amblemli ürünlerde kod çıkmıyor her hafta yaklaşık 30-40 adet pop kek tüketiliyor fakat paket içlerinde kod yok. Konu hakkında acil yar","..."
