"complaint-layer","complaint-layer href","username","js-tooltip","js-view-count","complaint-description","ellipsis-text","sv-model-button","sv-model-button href","large-view src"
"Superonline Yüksek Ping Ve Ek Ücret Sorunu: Fiber İnternet Hayal Kırıklığı","https://www.sikayetvar.com/superonline/superonline-yuksek-ping-ve-ek-ucret-sorunu-fiber-internet-hayal-kirikligi","Hüseyin","16 Mayıs 22:29","425","Turkcell Superonline müşterisiyim, fiber internete cep dolusu para veriyorum ancak internetimin IP si havuzdan çekildiği için ping değerim çok yüksek fiber internetimi kullanamıyorum. Müşteri hizmetleri ayda 100 TL daha verin. Statik IP verelim diyor bir 100 TL daha istiyor. Sorunu sadece IP değişti","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet","https://files.sikayetvar.com/complaint/2879/28799641/superonline-yuksek-ping-ve-ek-ucret-sorunu-fiber-internet-hayal-kirikligi-1_768x768.jpg"
"Superonline İnternet Hız Düşüşü","https://www.sikayetvar.com/superonline/superonline-internet-hiz-dususu-4","İbrahim","16 Mayıs 22:29","286","Speedtest de internet hızım 100 MBS gösteriyor pingimi 5 gösteriyor fakat kullanımda öyle değil internetim aşırı kasıyor sürekli discord uygulamasında 290 ping gözüküyor canlı yayınları 160p bile izleyemiyorum. Son 2 haftadır internetim böyle müşteri hizmetlerini arıyorum fakat düzeltemiyorlar inter","...","#Hız Testi","https://www.sikayetvar.com/superonline/hiz-testi",""
"Turkcell Fiber Ping Sorunu","https://www.sikayetvar.com/superonline/turkcell-fiber-ping-sorunu","Berkay","16 Mayıs 22:22","354","Superonline fiber: 1 gün önce kullanmaya başladığım internet servisinde aşırı yüksek bir ping sorunu yaşamaktayım ve çözüm için iletişime geçtiğimde, herhangi bir problem tespit edilmediği ve 300 TL karşılığında teknik servis hizmeti sunulabileceği belirtiliyor. Bu durum kabul edilemez; acaba yeni s","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet","https://files.sikayetvar.com/complaint/2879/28799546/turkcell-fiber-ping-sorunu-2_350x350.jpg"
"Superonline 5 Gündür İnternet Çilesi: Hizmet Beklerken Fatura Kesiliyor!","https://www.sikayetvar.com/superonline/superonline-5-gundur-internet-cilesi-hizmet-beklerken-fatura-kesiliyor","Aydın","16 Mayıs 22:22","147","Sayın yetkili; 5 gündür internetim yok. Çağrı merkezini aradım bina içi kablolama ile ilgili bir sıkıntı olabilir dendi. Bu tarz sorunlar için yetkili personelin yerinde gelip bakılması adına talep oluşturuldu. Gelecek olan ekip sizi arayıp randevu oluşturacak dendi ancak hala gelen giden yok. 3. Gü","...","#İnternet Kesintisi","https://www.sikayetvar.com/superonline/internet-kesintisi","https://files.sikayetvar.com/complaint/2879/28799541/superonline-5-gundur-internet-cilesi-hizmet-beklerken-fatura-kesiliyor-1_768x768.jpg"
"Superonline Ev İnterneti Hız Sorunu","https://www.sikayetvar.com/superonline/superonline-ev-interneti-hiz-sorunu-8","Feramiz","16 Mayıs 22:15","183","Superonline tarafından 'İnternet hızınızı yükseltmek ister misiniz?' diye arandım ve teklifi reddettim. O günden sonra internetim çok yavaşladı; yayınları bile izleyemiyorum. Yayın kalitesini 360p veya 160p'ye düşürmeme rağmen hala donma sorunu yaşıyorum. Siteler çok geç yükleniyor. Hız testi yapmak","...","#ADSL","https://www.sikayetvar.com/superonline/adsl",""
"Superonline Teknik Ekip Evrak Üzerinde Yanlış Bilgi","https://www.sikayetvar.com/superonline/superonline-teknik-ekip-evrak-uzerinde-yanlis-bilgi","Tolga","16 Mayıs 22:08","154","Superonline marka modemim arızalandı ve müşteri hizmetlerini aradım. Teknik ekip gelip modemin arızalı olduğunu ve bu durumun Superonline kaynaklı olduğunu belirtti. Bu işlem ücretsizdi. Sonrasında modem değişimi yapıldı ve bana bir evrak imzalatıldı. Bu ay gelen faturamda teknik ekibin benden ücret","...","#Modem","https://www.sikayetvar.com/superonline/modem",""
"Superonline 2 Haftadır Süren İnternet Problemi","https://www.sikayetvar.com/superonline/superonline-2-haftadir-suren-internet-problemi","Onur","16 Mayıs 22:01","158","Superonline pişmanlıktır demek yerine, yaşadığım olumsuz deneyimlerden dolayı Superonline hizmetlerinden memnun kalmadım diyebilirim. Yaklaşık bir hafta önce internet bağlantımda kesintiler yaşadım. Günde yaklaşık 30 defa internet bağlantım kopuyordu. Teknik servis için kayıt oluşturdum ve teknik se","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet","https://files.sikayetvar.com/complaint/2879/28799385/superonline-2-haftadir-suren-internet-problemi-1_768x768.jpg"
"","","Melih","16 Mayıs 21:46","83","","","","",""
"Turkcell Superonline Kesintisi İle İlgilenilmiyor.","https://www.sikayetvar.com/superonline/turkcell-superonline-kesintisi-ile-ilgilenilmiyor","Ahmet","16 Mayıs 21:46","159","115**312 müşteri numaralı Superonline kullanıcısıyım. İki haftadır yaşadığım kesinti sebebiyle müşteri hizmetlerine başvurdum. Başvurumdan sonraki gün altyapı çalışanı gelip kontrol etti, fakat ertesi gün tekrar aynı kesintiler başladı. Şimdi ise tekrar aradığımda, arıza kaydım açık bırakıldığı için","...","","",""
"Turkcell Superbox Çekmiyor","https://www.sikayetvar.com/superonline/turkcell-superbox-cekmiyor-53","Ahmet","16 Mayıs 21:39","205","Merhabalar, Mahallemizde altyapı olmadığı için Turkcell Superbox almıştık. Yaklaşık 1-2 senedir sorunsuz devam ediyorduk. Son 1-2 gündür ise internet kotamızı doldurmamamıza rağmen internet çekmiyor. Modem numarasına da internet bitince mesaj gelmiyor. Lütfen acilen çözülsün bu olay...","","#Modem","https://www.sikayetvar.com/superonline/modem",""
"","","Fatih","16 Mayıs 21:39","11","","","","",""
"Superonline Kick Ve Twitch Donma Sorunu","https://www.sikayetvar.com/superonline/superonline-kick-ve-twitch-donma-sorunu-1","Erc","16 Mayıs 21:18","277","Superonline fiber internet yaklaşık 1 aydır Twitch ve kick yayınları kesinlikle izlenmiyor. İnternet hızında sorun yok Youtube.com 4K izliyorum ama canlı yayın platformları kesinlikle izlenmiyor. Müşteri hizmetlerini aradığımda hızınız iyi veri kaybı yok vs diyor ama olayın farkında değiller sanırım","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet",""
"Turkcell Kick Donma Problemi","https://www.sikayetvar.com/superonline/turkcell-kick-donma-problemi","Fırat","16 Mayıs 21:18","323","Turkcell Superonline ev internetim Twitch ve Kick yayınlarını izlerken donuyor. Modemi çok kez sıfırladım. Yayının kalitesini düşürsem de tekrar donuyor. Daha önce arayıp şikayette bulunmuştum ama değişen bir şey olmadı. Gereğinin yapılmasını istiyorum.","","","",""
"Superonline Stream Platformlarında Aşırı Yavaşlık (Twitch-kick)","https://www.sikayetvar.com/superonline/superonline-stream-platformlarinda-asiri-yavaslik-twitch-kick","Mirancan","16 Mayıs 21:11","541","Superonline Kick ve Twitch'te inanılmaz bir yavaşlık söz konusu. 100 Mbps internet hızında video donar mı? Artık sizin yüzünüzden telefonun internetinden video izlemek zorunda kalıyoruz. Daha önceki sağlayıcımın 35-40 Mbps hızında verdiği performansın yanından bile geçmiyor; sadece hız testi sonuçla","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet",""
"Sürekli Para Arttıran Superonline","https://www.sikayetvar.com/superonline/surekli-para-arttiran-superonline","Zeynep","16 Mayıs 21:03","128","Superonline internetimin faturası her 60ar tl artıyor. Fatura detaylarına baktığımda kafalarına göre internet kullanım ücretini arttırıp TV ücretlerini sabit tutmuşlar. Buna ek olarak arıyorum müşteri temsilcisi açmıyor bile. Taahhüdü dolmadı oyun oynayan öyle sürekli internetle işi olan biri değili","...","#Fatura Ödeme","https://www.sikayetvar.com/superonline/fatura-odeme","https://files.sikayetvar.com/complaint/2879/28798851/surekli-para-arttiran-superonline-1_768x768.jpg"
"Turkcell- Superonline Ev İnternet","https://www.sikayetvar.com/superonline/turkcell-superonline-ev-internet-5","Rifat","16 Mayıs 19:07","151","Turkcell Superonline Ev internet aboneliği için başvuru yapmıştım. Ev interneti fiyatı 230 TL civarında ve taahhütsüz bir internet. 1 yıla yakın Superonline internet kullanmaktayım. Ve iki ay öncesine kadar farklı bir internet firmasına geçtim. Superonline firması, internetimi kapatacağını düşündüm.","...","","","https://files.sikayetvar.com/complaint/2879/28797743/1715931710059.screenshot-2024-05-17-10-41-13-738-comandroidchrome-edit_768x768.jpg"
"Superonline Yeni Evde İnternet Bekleyişi: Vaatler Ve Beklentiler","https://www.sikayetvar.com/superonline/superonline-yeni-evde-internet-bekleyisi-vaatler-ve-beklentiler","Zekeriya","16 Mayıs 18:37","115","Superonline internet hizmetimizi yeni evimize taşımak istedik. Yasal olarak belirtilen 6 gün süre geçti. Şu anda 9 gün oldu ve hâlâ ne bir gelen var ne de giden. Müşteri hizmetleri sadece özür diliyor, fakat sonuç alamıyoruz. 'Arkadaşlarımız unutmuş' deniyor, peki şimdi ne yapılacak? Sorunun çözülme","...","#Nakil","https://www.sikayetvar.com/superonline/nakil",""
"Superonline Beş Gündür İnternetsizim Yeter Artık Bir Çözüm Bulun","https://www.sikayetvar.com/superonline/superonline-bes-gundur-internetsizim-yeter-artik-bir-cozum-bulun","Sultan","16 Mayıs 18:15","505","581 ****16 numaralı Superonline müşterisiyim. İnternetimde yaşanan kopukluklar sebebiyle müşteri hizmetlerini arayarak arıza kaydı oluşturttum ve ekipler geldi. Modemde bir arıza olduğunu ve ellerinde modem bulunmadığını belirterek ayrıldılar. Arıza kaydımı açık bıraktılar. Daha sonra müşteri hizmet","...","#Modem","https://www.sikayetvar.com/superonline/modem",""
"Turkcell Superonline 35 Saattir Giderilmeyen Arıza","https://www.sikayetvar.com/superonline/turkcell-superonline-35-saattir-giderilmeyen-ariza","Abdulaziz","16 Mayıs 17:35","305","15 gün önce Turkcell Superonline üye oldum 15 gün içinde ikinci kez internet arızası oldu. Şu an evimde tam 2 Gündür internet yok ve arızanın giderilmesi için de arayan soran yok. Çağrı merkezini her aradığımda sürekli aynı şeyleri tekrarlayan müşteri temsilcileriyle karşılaştım. Bu durumdan şikayet","...","#İnternet Kesintisi","https://www.sikayetvar.com/superonline/internet-kesintisi","https://files.sikayetvar.com/complaint/2879/28796846/turkcell-superonline-35-saattir-giderilmeyen-ariza-2_350x350.jpg"
"Superonline 165648497 Şikayet Dilekçesine İstinaden","https://www.sikayetvar.com/superonline/superonline-165648497-sikayet-dilekcesine-istinaden","Zafer","16 Mayıs 17:27","262","Merhaba... 165648497 şikayet dilekçesine istinaden Zafer K*** adına 5579900 müşteri numaralı sözleşmenin adıma yapılmış olduğunu tespit ettim. Müşteri hizmetleriyle yaptığım görüşmeler neticesinde bu sözleşme bana ait değildir. Sözleşmedeki imza bana ait değildir. 10 Şubat 2024 de başlatılan abonel","...","#Abonelik","https://www.sikayetvar.com/superonline/abonelik",""
"Superonline Mağduriyet Edilmesi Şikayet","https://www.sikayetvar.com/superonline/superonline-magduriyet-edilmesi-sikayet","Didem","16 Mayıs 17:19","324","Turkcell Superonline modem yer değişikliği yapmak için talep oluşturdum. Beni arayıp randevu oluşturacakları sırada sürekli 'ben ilgilenmiyorum, müşteri temsilcisi ilgileniyor' yanıtını alıyorum. Müşteri temsilcisini aradığımda ise 'hayır, biz değil, onlar ilgilenecek' diyorlar ve günlerdir kimse ge","...","#Modem","https://www.sikayetvar.com/superonline/modem",""
"Superonline Neden Konu Hakkında Yalan Söylediğini Anlamıyorum","https://www.sikayetvar.com/superonline/superonline-neden-konu-hakkinda-yalan-soyledigini-anlamiyorum","Miray","16 Mayıs 17:03","329","Konu: Fiber İnternet bağlanması Daha önceki başvurumda anlattığım sorunun çözülmemesine rağmen sisteme sorun çözülmüş gibi işlendi. Yaklaşık 10-12 gündür BTK üzerinden Superonline ile sorunumu çözmeye çalışıyorum ancak sürekli yalan söylüyorlar ve geçiştirmeye çalışıyorlar. Ufak bir kazı yapılması","...","#Başvuru","https://www.sikayetvar.com/superonline/basvuru","https://files.sikayetvar.com/complaint/2879/28796400/superonline-neden-konu-hakkinda-yalan-soyledigini-anlamiyorum-1_768x768.jpg"
"Superonline Ücretli Hizmete Zorluyor","https://www.sikayetvar.com/superonline/superonline-ucretli-hizmete-zorluyor","Selin","16 Mayıs 16:55","287","Superonline üyesi oldum ancak aylardır internetim çok yavaş. Bugün de müşteri hizmetlerini aradım ama sorun görünmüyor. 'İsterseniz ücretli hizmet verelim' dediler. Bilerek internetin kesilerek bu şekilde haksız kazanç sağlanmaya çalışıldığını düşünüyorum. Geçen sene de aynı muhabbet oldu. Ücretli h","...","#Abonelik","https://www.sikayetvar.com/superonline/abonelik",""
"Superonline İnternetim 18.04.2024 Tarihinden İtibaren Yok","https://www.sikayetvar.com/superonline/superonline-internetim-18042024-tarihinden-itibaren-yok","Selma","16 Mayıs 16:47","307","Superonline kullanıcısıyım ve 24.04.2018 tarihinden bu yana internetim yok. Sorunu ilk gün bildirdim ancak ne ilgileniyorlar ne de sorunumu çözdüler. İstanbul Esenler'de yaşıyorum. Bu kadar uzun sürmesinin nedeni nedir ve neden çağrı merkezi dışında kimseyle konuşamıyorum? Bugün geri dönüş yaptılar","...","#İnternet Kesintisi","https://www.sikayetvar.com/superonline/internet-kesintisi",""
"Superonline Kampanya Adı Altında TLC 7"" Tablet","https://www.sikayetvar.com/superonline/superonline-kampanya-adi-altinda-tlc-7-tablet","Özgür","16 Mayıs 16:45","536","Turkcell Superonline tarafından paket yenileme kapsamında gönderilen tabletin kullanışlı ve kaliteli olduğu yönündeki ifadeler gerçeği yansıtmıyor. Müşteri hizmetleri, konu hakkında firma ile iletişime geçilmesi gerektiğini belirtip, konuyu sonlandırmaya çalışıyor. Ayrıca, abonelikten çıkış durumund","...","#Taahhüt Yenileme","https://www.sikayetvar.com/superonline/taahhut-yenileme",""
"Turkcell Aynı Günde Farklı Fiyat Veren Superonline","https://www.sikayetvar.com/superonline/turkcell-ayni-gunde-farkli-fiyat-veren-superonline-1","Mehmet","16 Mayıs 16:37","432","15/05/2024 tarihinde Turkcell Superonline'dan teklif aldım ve bölgesel kampanyasından ayda 100 Mbps internet için 340₺ karşılığında anlaşma sağladık. Ancak 16/05/2024 tarihinde tüm işlemleri tamamlamak üzere iletişime geçtiğimde öyle bir kampanyanın olmadığı söylendi. Bu durumda yetkililerin bile ka","...","","",""
"","","Yasin","16 Mayıs 16:10","242","","","","",""
"Superonline Ankara Sincan'da İnternet Bağlantı Sorunları!","https://www.sikayetvar.com/superonline/superonline-ankara-sincanda-internet-baglanti-sorunlari","Raşit","16 Mayıs 16:03","170","Ankara Sincan bölgesinde Türk Telekom'dan Superonline'a geçiş yaptık. Ancak altı gündür internet kullanamıyorum. Superonline, Türk Telekom internetimi de iptal etti. Şu an muhatap bulamıyorum ve mağdur durumdayım. Bayi çalışanlarının iş ahlakı konusunda sıkıntılar yaşadım.","","#ADSL","https://www.sikayetvar.com/superonline/adsl",""
"Superonline Taşınma Talebinin Gerçekleşmemesi","https://www.sikayetvar.com/superonline/superonline-tasinma-talebinin-gerceklesmemesi","Emre","16 Mayıs 15:46","294","Superonline ev internetim için 06.05.2024 tarihinde taşınma başvurusu yaptım 1 hafta boyunca hiçbir işlem yapılmadı. Defalarca aradım aciliyetinizi bildiriyoruz dendi ama hiçbir işlem yapılmadı. 13.05.2024 tarihinde Bandırma ilçesinde kurulum yapacak şubeyi aradığımda bana talebimin onlara gelmediği","...","#Nakil","https://www.sikayetvar.com/superonline/nakil","https://files.sikayetvar.com/complaint/2879/28795486/superonline-tasinma-talebinin-gerceklesmemesi-2_350x350.jpg"
"Superonline, Online Hatası :) Tarifeler Seçilmesin Diye Uğraşmışlar","https://www.sikayetvar.com/superonline/superonline-online-hatasi-tarifeler-secilmesin-diye-ugrasmislar","Osman","16 Mayıs 15:39","333","Yeni başvuru yapacağız Web üzerinden Online a özel tarife seçildiğinde biz sizi arayalım numara bırakın diyor. Numara bırakıyoruz aranmıyoruz. Müşteri hizmetlerini arıyoruz, online tarifelere biz geçiş yapamıyoruz diyor. İlgili birime aktar neden aranmadık kaç gündür diyoruz ilgili birim yok aktarma","...","#Başvuru","https://www.sikayetvar.com/superonline/basvuru",""
"Superonline Aboneliğimi Kullanmadığım İçin İptal Ettirmek İstiyorum","https://www.sikayetvar.com/superonline/superonline-aboneligimi-kullanmadigim-icin-iptal-ettirmek-istiyorum","Fahri","16 Mayıs 14:44","528","Superonline aboneliğimi kullanmadığım için iptal ettirmek istiyorum. E devletten girdim olmadı. 0850 222 0 222 yi aradım yapmadılar, 0850 222 1 222 yi aradım yapmadılar, kurumsal müşteri hizmetleri sorumlumu aramamı söylediler aradım oda benim yapabileceğim işlem değil dedi yine olmadı. Abone olurke","...","#Abonelik","https://www.sikayetvar.com/superonline/abonelik",""
"Superonline Teknik Servisi Talepleri İşlem Yapmadan Keyfi Kapatıyor.","https://www.sikayetvar.com/superonline/superonline-teknik-servisi-talepleri-islem-yapmadan-keyfi-kapatiyor","Nurgül","16 Mayıs 14:35","276","Superonline teknik destek servisi işleme almadan talepleri kapatıyor. İnternet fiber kablomda kırıklık oluştu, 4 defa teknik servise kayıt açtırdım. Bu kayıtlar aranıldı ulaşılamadı şeklinde kapanıyor. Beni arayan soran yok. Son aramamda şikayet talebi de açtırdım. Hala dönüş yapan olmadı. Superonli","...","#Fiber İnternet","https://www.sikayetvar.com/superonline/fiber-internet",""
