"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"","23 Kasım 2023 13:01","175","",""
"Ülker Son Kullanma Tarihi Geçmemiş Bozuk Ürün","22 Kasım 2023 15:35","370","Ülker laviva SKT 23.05.2023 olmasına rağmen 2 adet aldım ikisi de bozuk çıktı Ülker iletişim merkezini aradım. Sözde hediye diye satılmayan ürün grubundan birkaç ürün naylon poşette bırakıp ürünü alıp gittiler. Müşteriye geri dönüp hiçbir bilgilendirme yapılmıyor. Yaklaşık olarak 22 gün oldu.",""
"Ülker'in Çubuk Bisküvili Çikolatasından Aldım Sonuç Hüsran","22 Kasım 2023 14:54","196","Ülkemizden bisküvili çubuk çikolata aldım ve içinden çıkan diğer 5-6 paket dahil hepsi bu şekilde bembeyaz çıktı. Siyah beyaz karışımlı, sanki küflenmiş gibi bir görüntüsü var. Düşüncemi resimle de ekleyeceğim, lütfen ilgili kuruma iletilsin. Çocukların elinden zor aldım. Aldığım yer uzak olduğu içi","..."
"Ülker Biskrem Cookie Ürünü Ambalaj Hatası.","22 Kasım 2023 14:53","907","Merhabalar, 20.11.23 tarihinde Ülker firmasının Biskrem Cookie ürününü aldım eve geldiğimde paketin yan (sırt) tarafının yapışmamış açık olduğunu fark ettim. Ambalajı incelediğimde ambalaj üretim hatası olduğunu fark ettim. Yapışkanlı alan yapışkana değil de ambalajın düş yüzeyine yapıştırılarak p","..."
"Ülker Albeni Bisküvi Den Kurt Çıktı","22 Kasım 2023 11:35","516","Bir marketten Ülker Albeni bisküvi aldım içimden kurt çıktı hem de canlı. Bisküvilerde resmen örümcek ağı içindeydi videoda görüldüğü gibi Tüketici Hakları'na şikayet edeceğim. İnsan sağlığı bu kadar mi ucuz olur yazıklar olsun ya ben onu yeseydim ne olacaktı kim verecek bunun hesabini...",""
"Ülker Napoliten Sütlü Çikolata Şikayeti","22 Kasım 2023 11:08","320","Daha önce de alıp severek yediğim Napoliten sütlü çikolatanın ilk kez bu kadar yenmeyecek halde olduğunu gördüm. Bu kadar kusurlu olmasının sebebini merak ediyorum. Çikolatanın içindeki bütün ufak paketleri inceledim; hepsi aynı durumdaydı ve beyaz lekeler vardı. Maalesef boşuna para harcamış oldum,","..."
"Ülker Caramio Bozuk Çikolata","22 Kasım 2023 10:12","360","Merhaba Antalya Muratpaşa'da yaşayan biri gencim. 22 Kasım çarşamba günü (bugün) Migros marketten aldığım Ülker Caramio bozuk ürün olarak çıktı. Sürekli tercih ettiğim ve çok sevdiğim bir çikolata olmasına rağmen ilk defa aldığım caramio bozuk çıkınca hayal kırıklığı yaşadım.",""
"","22 Kasım 2023 02:49","186","",""
"Ülker Kaliteli Beklentim Bozuk Çikolata İle Karşılandı!","22 Kasım 2023 01:38","176","Bu aksam Migros marketten aldığım Ülker Antep fıstıklı çikolata tarihi geçmemesine rağmen bozuk çıktı... Sürekli Ülker marka kullanıyorum. Bunu böyle kaliteli bir markaya yakıştıramadım... Gereken özeni göstermelerini umuyorum. İlgililere buradan duyurulur...",""
"Ülker Makarneks İstiyoruz :)","22 Kasım 2023 01:13","2.732","Sayın @Ülker yetkilileri Makarneks noodle tekrar üretime girmesini istiyoruz. Lütfen tekrar satışa çıkarın sabırsızlıkla bekliyoruz :) çocuklarım küçükken arada alır yapardım çok severlerdi şimdi büyüdüler onlarda özlediler tekrar istiyorlar. Bütün sitelerde arama yaptım ama hiçbir yerde bulamadım.","..."
"Ülker Albeni Çikolatasının Bayatlığı","22 Kasım 2023 00:51","175","Ne Zaman ve nereden Albeni çikolatası alsam içindeki bisküvi kısmı her zaman bayat. Yıllar önce yediğim taze Albeniden artık eser yok. Çok uzun süredir ağız tadıyla asla yiyemiyorum maalesef. Benim gibi düşünen var mı? Lütfen artık bir eski Albeni seven olarak bu durumun düzeltilmesini istiyorum. Te","..."
"Ülker'in Çürük Çikolatası","21 Kasım 2023 23:55","193","Kaliteli olduğunu düşünerek satın aldık. Ancak sağlığımızla oynadığınızı düşünüyorum. Bu nasıl bir işletme anlayışıdır, hiç mi düşünmüyorsunuz? Paramızla sağlığımızı tehlikeye atıyoruz. Çürük çikolata ne demek? Yarısı çürümüş ve eksik. Eğer fark etmeseydim ve çocuklarım bunu yeseydi ne olacaktı? İns","..."
"Ülker Halley'de Şaşırtan Güve Sorunu!","21 Kasım 2023 23:25","152","Ülker Halley, güvelenmiş ve son kullanma tarihi 03/2024 olan bir ürünü satın aldım. Ürünü açtığımda içinden güveler uçtu, birkaçı hala içindeydi. Eğer bunu küçük bir çocuk açsaydı, farkına varmadan güveleri yemiş olabilirdi. Bu durum, Ülker gibi köklü bir firmaya hiç yakışmadı.",""
"Çürümüş Ülker.! Çikolatası","21 Kasım 2023 22:47","77","Bugün Kars'taki Migros mağazasından Ülker'in çikolatasını aldım ve çürümüş bir çikolata karşıladı beni. Ülker'in yeni pazarlama kampanyası bu mu? Kendinizi aştınız. Bir de Godiva markasını aldık diye övünüyorsunuz. Konu hakkında ne yapacaksınız, merak ediyorum. Yoksa 'duymadım, görmedim, bilmiyorum'","..."
"Ülker Tarihi Geçmediği Halde Bozuk Çikolata","21 Kasım 2023 22:40","421","Marketten Ülker sütlü çikolata aldım, ancak bembeyaz olmuş. Bu kaçıncı kez başıma geliyor, bu yüzden lütfen bir telafi bekliyorum. 'Artık yazmayayım' dedim ama kendimi tutamadım çünkü ciddi anlamda bu durum tekrar ediyor. Laviva aldım, aynı şekilde bembeyaz; Dido aldım, o da bembeyaz olmuş. Lütfen b","..."
"Ülker! Hayal Kırıklığı!","21 Kasım 2023 22:18","112","Bugün Kars Ortakapı Migros'tan aldığım iki adet Ülker Antep fıstıklı kare çikolatanın bozulduğunu fark ettim. Son kullanma tarihini kontrol ettiğimde, ürünün üzerinden 7 ay geçmiş olduğunu gördüm. Ancak bu durum, Ülker'den beklemediğim tam bir hayal kırıklığına neden oldu.",""
"Bozuk Ürün Ülker Size Yakışmadı!","21 Kasım 2023 21:49","102","",""
"Ülker'in Paketinden Çıkan Kurabiyeler","21 Kasım 2023 20:33","543","Ülker Biskrem paketinden, yenmiş veya kırılmış olduğu anlaşılamayan bisküvi çıkması kabul edilemez. Bu nasıl bir özensiz paketlemedir? Paketi açtığımd","..."
"Ülker Son Kullanma Tarihine Rağmen Bozuk Halley Şaşkınlığı","21 Kasım 2023 20:24","161","Halley'in son kullanma tarihi 07.07.2024 olmasına rağmen bozulmuş bir görünümü var. Fotoğraflarda görüldüğü üzere, bozulmalar mevcut. Dış pakette herhangi bir deformasyon bulunmamaktadır. Kapağı açınca tüm Halley'lerin bozuk olduğunu gördüm. Konuyla ilgili dönüşlerinizi bekliyorum.",""
"Ülker Ürün Bozuk Çıktı","21 Kasım 2023 20:07","60","Ürünün son kullanma tarihi geçmemiş olmasına rağmen bozuk çıktı, rengi tuhaftı ve kokusu da değişikti. Paketlemesinde de bir sorun olmamasına rağmen b","..."
"","21 Kasım 2023 20:07","91","",""
"Ülker Çikolatanın Değişik Renk Olması","21 Kasım 2023 19:23","79","Merhaba, bugün Kırşehir merkezdeki Migros marketten Ülker çikolata satın aldım ve çikolatayı açtığımda beyazlaşmış olduğunu gördüm. Birkaç tane daha baktım ama maalesef hepsi aynıydı ve son kullanma tarihi 03.2024 olmasına rağmen çikolatanın böyle çıkması hoş olmadı.",""
"Ülker Çikolata Tarihi Geçmemiş Ama Kötü Olmuş","21 Kasım 2023 18:43","414","Hatırlamadığım bir marketten aldığım Ülker Napoliten çikolataları kahve yanında misafirlerime ikram ettim. Ancak açılan tüm paketlerin rengi solmuş ve üzerinde lekeler, delikler vardı. Tarihlerini kontrol ettim, ancak son kullanma tarihine daha sekiz ay vardı; yani aldığım yerle bir alakası olmadığı","..."
"Ülker Halley İçinde İp","21 Kasım 2023 18:34","171","",""
"Ülker Deluxe Vanilyalı Gofretin İçinden Çıkan Siyah Parça","21 Kasım 2023 17:14","179","Şok marketlerden Ülker Deluxe Vanilyalı gofret satın aldım neredeyse bitirmeye yakın son parçalara gelene kadar ağzıma kütür kütür bir şeyler geldi ama şüphelenmemiştim. Firmaya olan güvenimizden ötürü. Ancak son parçada gözlerime inanamadım görselde görünen parça öylece içine geçmiş vaziyette duruy","..."
"Ülker Markalı Aldığımız Çikolata Bozuk","21 Kasım 2023 16:04","235","Ülker çikolata aldık hepside çok kötü çıktı. Parçalanmış beyazlamış bozuk gibiydi. Ülker normalde gayet kaliteli ve sürekli tercih ettiğim bir markaydı. Neden böyle olduğunu anlamadık hayal kırıklığına uğradık. Bir telafi bekliyoruz Ülker markasından",""
"Ülker Bozuk Mu Değil Mi Anlaşılmayan Çikolata","21 Kasım 2023 15:02","363","Geçenlerde marketten Ülker bol sütlü çikolata satın aldık. Kahvenin yanında yemek için açtığımızda, üzerinde açık renkler olduğunu fark ettik ve bozuk","..."
"Ülker Olala Profiterol Tadı Çok Kötü","21 Kasım 2023 14:54","798","Ülker Olala Gurme Tatlı Serisi Profiterol Lezzetinde isimli ürünü marketten satın aldım. Ürünün ısıtılarak tüketilmeye uygun olmadığı ve doğrudan tüketilmesinin tavsiye edildiği belirtilmiş; ancak ürün o kadar sert ki neredeyse içinden çıkan plastik kaşık kırılacaktı. Ayrıca ürün, profiterol lezzeti","..."
"Ülker Kutulu Bayat Çikolata","21 Kasım 2023 12:14","315","Gross Market'ten Ülker markalı kutulu çikolata satın aldım. Çikolatanın üzeri beyaz ve benekliydi. Kızım fark etmese, tüm çikolataları açıp tek tek kontrol etmek zorunda mıydım? Çocuğuma bunu nasıl yedirebilirdim? Mantıklı bir açıklama bekliyorum. Ürünün tarihi de yeni.",""
"Ülkerden Çikolata Aldım Bozuk Çıktı","21 Kasım 2023 12:05","278","Ülker markalı çikolata aldım, evimizin karşısındaki marketten. Ne kadar ürün aldıysam hepsi bozuk çıktı. Son kullanma tarihine de baktım, tarih henüz geçmemiş ama ürün bozuk. Ülker'in Instagram adresine yazmama rağmen geri dönüş yapan olmadı ve hâlâ da aldığım ürünlerde, özellikle Ülker markalı olan","..."
"Ülker İnsan Sagligi Ve Sağlıklı Yaşam","21 Kasım 2023 10:01","391","19.11.2023 tarihinde marketten aldığım Ülker Metro çikolatayı açtığımda çok şaşırdım. Yemin ederim, çikolata adeta evrim geçirmiş ve bembeyaz olmuş. Ben bir gıda teknikeri olarak aslında çikolatanın evrim geçirmediğini, bunun üründe ikinci bir altı ay kadar daha raf ömrü verilerek tüketiciye sunuldu","..."
"Ülker Ürün İçinden Tüy Çıkması","21 Kasım 2023 00:13","278","Ürünün içinden tüy çıktı. Keki yerken ağzıma geldi. İlk üstüne başka yerden düştü zannettim uzun tüyü kaldırmak için çektim kekin içinden geldi. Çok k","..."
"Ülker Tarihi Geçmemiş Bozuk Çikolata","20 Kasım 2023 22:38","263","",""
"Ülker Ürün Bozuk Çıktı!","20 Kasım 2023 22:11","97","",""
"Ülker Bozuk Ürünler Arttı","20 Kasım 2023 22:01","441","Bu resmi sizlere çok üzülerek gönderiyorum. Çocukluğumuzdan beri tek tercih ettiğimiz, tükettiğimiz, çocuklarımıza milli ve yerli malımıza sahip çıkma geleneğimizi benimsemeyi kendimize ve ailemize bir borç olarak gördük. Fakat çok üzülerek ifade ediyorum ki, son bir yıl içerisinde aldığım çikolatal","..."
"Ülker Paket İçerisinde Beklenmedik Cisim Bulundu","20 Kasım 2023 21:52","221","Ülker çubuk kraker paketinin içinde demir parçası çıktı, şoktayım. Videosunu da çektim, bakmadan yiyordum, son anda fark ettim. Böyle bir şey nasıl olur? Demir paslıydı ve ben paketi bitirdim. Ne olacak şimdi çok merak ediyorum. Nasıl denetimden geçiyor, o demir parçasını nasıl görmediler, inanamıyo","..."
"Ülker Bozuk Çikolata Çıktı","20 Kasım 2023 21:44","402","Bugün A101'den aldığımız Dido trio 36.5 gr ağırlığında, son kullanma tarihi 04.06.2024 olan, 155/2 w1 122:44 kodlu çikolata açınca dağıldı. Çikolatanın üstü pul pul ve bembeyaz. Müşteri temsilcisi sanırım saatten dolayı açılmadı. Umarım buradan görürler.",""
"Ülker Altınbaşak Light Kıl Çıktı","20 Kasım 2023 21:43","1.248","Ülker altınbaşak light ürününün içinden bisküvinin içine karışmış halde kıl çıktı. Ben hayatım boyunca ilk defa böyle bir durumla karşılaştım fark etmesem kıllı bir şekilde yiyecektim. İnsan sağlığını hiçe sayıyorsunuz. Gerekli kuruluşlara durumu bildirip şikayette bulunacağım.",""
"Ülker Rengi Değişmiş Ve Maalesef Bozulmuş","20 Kasım 2023 21:43","160","Merhaba, Antep fıstıklı çikolatanızı satın aldım, ancak fıstıklar bozulmuş ve çikolata beyazlaşmıştı. Tadı maalesef oldukça kötüydü. Her zaman tercih ettiğimiz bir marka olmasına rağmen, bu duruma üzüldüm. Birkaç kez daha aynı sorunla karşılaştık ve bu kez sizinle iletişime geçmek istedik.",""
"Ülker Halley Bozuk Çıktı Şikayeti","20 Kasım 2023 20:07","371","Marketten aldığım Ülker Halley'in yüzeyi beyazlamış ve tadı da değişmiş. Acaba neden böyle olmuş? Son kullanma tarihi geçmemiş olmasına rağmen neden böyle olduğunu öğrenmek istiyorum. Yapılacaklar için şimdiden teşekkür ederim. Şimdiye kadar Ülker ürünlerinden memnundum.",""
"Ülker Napolitan Çikolata Bozuk Ürün","20 Kasım 2023 20:06","152","Ülker Napoliten çikolatalar bu şekilde çıktı. Gün aşırı yeğenlerim için alırım. Bugün aldıklarım böyleydi inanamadım. Ülker gibi büyük bir firma nasıl bu şekilde ürünlerini pazara sunar çok ilginç. Eminim geri bildirimde bulunmak için arayacaklardır. Çocukluğumuzun markası Ülker adına aksi yakışmaz.","..."
"Ülker Napoliten Çikolata Bozukluğu","20 Kasım 2023 19:07","166","17.11.2023 tarihinde almış olduğum Ülker Napoliten çikolata Mayıs 2024 tarihli olmasına rağmen beyazlama problemi var ve tadında bozukluk var. Parçalanma problemi var paramparça oldu. Farkında olmadan küçük yeğenim ağzına attı hemen tükürdü onun sonrasında fark ettim.",""
"Ülker Bozuk Çikolata, Hayal Kırıklığı","20 Kasım 2023 18:59","452","Çikolata aldım ve bozuk çıktı, sağlığımız bu kadar basit olmamalı. Çocuklarıma yedirdim, Allah'tan başlarına bir şey gelmedi. Özür olarak sadece 2-3 bisküvi getirdiler, bu durum çok saçmaydı. Ülker'in bu kadar kötü bir tecrübe yaşatacağını düşünmemiştim.",""
"Ülker Napolitan Çikolata Bozuk Çıktı","20 Kasım 2023 17:21","332","Şok Market'ten aldığım iki kutu Ülker Napoliten kutu çikolata bozuk çıktı. Tarihinin geçmemiş olmasına rağmen, bu durumu yaşadım ve ben bunu üç yaşındaki oğluma almıştım. Eğer ben görmeden açıp yeseydi, bozuk yiyecekti. Neyse ki, ben kendim açtığım için fark ettim. Bir daha asla bu üründen almam.",""
"Ülker Çikolatanın Küflenmiş Çıkması","20 Kasım 2023 17:00","375","20.11.2023 tarihinde aldığım Ülker çikolata küflü çıktı. Son kullanma tarihi Temmuz 2024 gözüküyor fakat tadı da garip geldi. Arkadaşıma hediye almıştım üstelik. Böyle bir şey olması beni üzdü açıkçası. Benzer problemi yaşayan çok fazla insan olduğunu görünce biraz soğudum açıkçası.",""
"Ülker İkram Bisküvide Tatsız Sürpriz!","20 Kasım 2023 15:56","420","Ülker İkram çikolatalı bisküvinin içinden saça benzer bir cisim çıktı. Ürünün paket kodu İKRM05-BR-13, çeşit no 01078-02, malzeme kodu 462997 numaralı paketten çıktı. Isırdıktan sonra fark ettim, bisküvi kısmının içindeydi. Çıkarmaya çalıştığımda çıkmadı, hamur kısmına yapışık bir şekilde duruyordu.",""
"Ülker Makarneks Yeniden Üretilsin!","20 Kasım 2023 14:24","2.036","Makarneks harika bir üründü peynirlisi acı ve tatlı domateslisi hala tadı damağımızda ne olur yeniden piyasaya sürün. Herkesin hazır atıştırmalık aradığı şu dönemde bütün noodle Lara fark atacaktır. Talep çok yoğun umarım arz olunur :) öğrenciler için muhteşem bir iyilik olacaktır",""
"Ülker Saklıköy Bisküvi Küflü, Lekeli!","20 Kasım 2023 13:52","622","Saklıköy bisküvisinin 3lü paketinden aldım. Paketi açtığımda bisküvinin küflü gibi grili siyahlı değişik bir şekilde olduğunu görüp paketin devamını a","..."
"Ülker Bozulmuş Ürünü Neden Satıyorsunuz","20 Kasım 2023 12:36","453","19.11.2023 tarihinde dün marketten 'Ülker Dido Trio' markalı iki paket çikolata aldım. Ben fark etmeden oğlum bir paketini yemiş. Ben de diğer paketi bugün açtım ve ürünün bozulduğunu fark ettim. Üzeri benek benek olup, çikolatanın normal görüntüsünden çok farklıydı. Yani bozuk bir ürün satın alıp p","..."
"Ülker Paketin İçinde Bisküvi Dışında Başka Bir Şey Çıktı","20 Kasım 2023 08:53","276","Bebek bisküvisi paketinden farklı bir şey çıktı; bisküvi değil, sanırım hamur gibi bir şey. Bunu paketleyen kişinin görmemesi mümkün değil, çünkü bu, paketin yarısını kaplıyor. Az miktarda bisküvi koymak için yer kalmış. Gerçekten, resim de göndersem iyi olurdu, çünkü ilk defa böyle bir şeyle karşıl","..."
"Ülker Aynı Pakette İki Tarih Mevcut","20 Kasım 2023 01:28","85","Tarihi geçmiş telefi edilmesini arz ederim aynı paketin için de 02.2023 ve 2024 tarihi var geçmiş olanlar için telefi edilmesini isterim. Ülker den beklemediğim bir olay aynı paketin içinde iki tarih olamaz lütfen telafi edin bunu. Bunları çocuklar yiyor",""
