"complaint-layer","complaint-layer href","username","js-tooltip","js-view-count","complaint-description","sv-model-button","sv-model-button href","ellipsis-text","large-view src","large-view src 2"
"TurkNet Faturaları Ve İnternet Kopmaları: Vaatler Ve Gerçekler","https://www.sikayetvar.com/turknet/turknet-faturalari-ve-internet-kopmalari-vaatler-ve-gercekler","Meryem","22 Mayıs 21:08","439","TurkNet interneti taahhütsüz olduğu için tercih etmiştim. Diğer firmalara göre daha uygun gösterdikleri için. Fakat taahhüt yok diye neredeyse her ay farklı yükselerek yeni faturalar ödedim bir yılı dolmadan %100 ü geçti zamlar. Neyse esas problem ise günlerdir internette kopmalar oluyordu aradım de","","","...","",""
"TurkNet Yanıltması Ve Cayma Bedeli Ödememesi","https://www.sikayetvar.com/turknet/turknet-yaniltmasi-ve-cayma-bedeli-odememesi","Hüseyin","22 Mayıs 19:42","123","TurkNet 'Cayma bedelini öderiz, bizi tercih edin' dedi. Karşı internet sağlayıcısının faturası herhangi bir şekilde olsa bile biz ödeme yaparız denildi. Şimdi ise cayma bedeli faturada yazmadığı için 'ödemeyiz' diyorlar. Cayma bedeli yazmıyor faturada, 'Ödeme yapacak mısınız? ' diye sordum, 'Evet' d","","","...","",""
"TurkNet Gigafiber Telefon Arızası Tanımlama İşlemelerinin Yapılmaması","https://www.sikayetvar.com/turknet/turknet-gigafiber-telefon-arizasi-tanimlama-islemelerinin-yapilmamasi","Salih","22 Mayıs 19:20","529","Destek Numarası: 75169885 Destek Konusu: Çevir Sesi Yok Destek Durumu: Destek Kaydınızı İnceliyoruz TurkNet Gigafiber kullanıcısı olarak 16.05.2024 tarihinde telefon hattım ile ilgili arıza kaydı oluşturdum. Bu süreç içerisinde müşteri hizmetlerini de arayarak sorunun çözülmediğini bildirdim; anc","","","...","",""
"TurkNet'in Umursamazlığı Ve Müşteriyi Ekmesi","https://www.sikayetvar.com/turknet/turknetin-umursamazligi-ve-musteriyi-ekmesi","Ahsen","22 Mayıs 19:00","483","TurkNet'e 'abone' oldum, dairemde internet bağlantısı sıkıntısı olduğu belirtildi ve bir aydır gelip kontrol edecek bir kişi gönderilmedi. 'Bugün geleceğiz' denildi ancak kimse gelmedi, ertesi gün de aynı durum tekrarlandı. İki gün üst üste evde boş yere bekledim. İşlerimi aksatarak sadece beklemiş","","","...","",""
"TurkNet Abonesi Olmanın Verdiği Varoluşsal Sancı","https://www.sikayetvar.com/turknet/turknet-abonesi-olmanin-verdigi-varolussal-sanci","Serhat","22 Mayıs 15:34","917","Neredeyse 1 aydır internetim yok. Önce genel bir arızadan bahsedildi. Genel arıza tamamlandıktan sonra benim internetim hiç gelmedi. Komşularımın interneti gelmiş durumda (onlar Türk Telekom kullanıcısı) ben TurkNet kullanıcısıyım. Ancak ben defalarca arıza kaydı oluşturmama rağmen şu tarihte düzelt","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Müşteri Hizmetleri Sorunla İlgilenmiyor","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetleri-sorunla-ilgilenmiyor","Mustafa","22 Mayıs 15:25","441","TurkNet iletişime bağlanıp problemimizi anlatırken hattan atıyorlar. Müşteri temsilciliği ilgilenmiyor. Sıkıntımız için muhatap yok. Su an ki problemim ise şu ilk abonelik açtırırken bu hızda değildi internetin sürekli hızını azaltıyorlar. Müşterilerine değeri sadece yeni kayıt olurken gösteriyor.","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","","",""
"TurkNet İptal Edemiyorum Asla","https://www.sikayetvar.com/turknet/turknet-iptal-edemiyorum-asla","Şerif","22 Mayıs 12:56","466","İptal işlemi gerçekleştiremiyorum. Firmanızın işleyişi hakkında bilgi almak istiyorum; para talep etmiyorum, sadece aboneliğimin sonlandırılmasını istiyorum. Ne yapmam gerektiğini öğrenmek istiyorum. Lütfen bu konuda yardımcı olun. Ayrıca, müşteri temsilcisiyle yaşadığım olumsuz deneyimi de belirtme","","","...","",""
"TurkNet Muhatap Bulamıyoruz Kopma Sorunu Devam Ediyor","https://www.sikayetvar.com/turknet/turknet-muhatap-bulamiyoruz-kopma-sorunu-devam-ediyor","Metin","22 Mayıs 11:41","332","Yeni TurkNet internet hizmeti aldık. Sürekli bağlantı kopma sorunu yaşıyoruz. Müşteri hizmetlerine kayıt oluşturduk ancak 3 gündür geri dönüş yapan olmadı. Müşteri hizmetlerine ulaşmak neredeyse imkansız. Ne yapacağım konusunda emin değilim.","","","","",""
"TurkNet Pişmanlıktır! Hattı Taşıdığım Gün Pişman Oldum.","https://www.sikayetvar.com/turknet/turknet-pismanliktir-hatti-tasidigim-gun-pisman-oldum","Kübra","22 Mayıs 11:41","644","4 yıldır Türk Telekom kullanıyordum. Taahhüdün bitmesiyle daha uygun ve sözleşmesiz olan TurkNet'e taşımak istedim. TurkNet Türk Telekom altyapısını kullandığı için internetimde geçiş sürecinde herhangi bir internet kesilmesi ve teknik kurulum gerekmeden geçiş yapılabileceğini iletince kabul ettim.","","","...","https://files.sikayetvar.com/complaint/2884/28847940/turknet-pismanliktir-hatti-tasidigim-gun-pisman-oldum-1_768x768.jpg",""
"TurkNet Ping Sorunu Yardımcı Olmuyorlar","https://www.sikayetvar.com/turknet/turknet-ping-sorunu-yardimci-olmuyorlar","Buğra","22 Mayıs 11:16","357","TurkNet ping sorunu. Oyunlarda ping sorunu var iletiyorum bana test için yönlendirdiler sayfada yine ping çıkıyor sonra bizlik sorun yok diyorlar asla yardımcı olmuyorlar TurkNet pişmanlıktır. İnterneti bağlatana kadar peşinde koşuyorlar sonra 100 pinge gelip bakmıyorlar","#Ping Sorunu","https://www.sikayetvar.com/turknet/ping-sorunu","","",""
"","","Dilek","22 Mayıs 11:08","356","","","","","",""
"TurkNet'e Hiçbir Şekilde Ulaşamıyorum.","https://www.sikayetvar.com/turknet/turknete-hicbir-sekilde-ulasamiyorum-9","Emir","22 Mayıs 10:31","581","2 gün önce TurkNet'den port değişikliği talebinde bulundum. Ertesi gün port değiştikten 2 3 saat sonra internet hızım 1mbit'e düştü. Online işlemlerde","","","...","",""
"TurkNet İnternet Bağlantı Sorunu Ve Çözüm Talebi","https://www.sikayetvar.com/turknet/turknet-internet-baglanti-sorunu-ve-cozum-talebi","Bora","22 Mayıs 10:24","377","","#Arıza","https://www.sikayetvar.com/turknet/ariza","","https://files.sikayetvar.com/complaint/2884/28847236/1716403967682.img-20240522-wa0040_768x768.jpg",""
"TurkNet İnternet 12 Saattir İnternetim Kesik Muhatap Bulamıyorum.","https://www.sikayetvar.com/turknet/turknet-internet-12-saattir-internetim-kesik-muhatap-bulamiyorum","Bülent","22 Mayıs 09:49","462","İnternetim sürekli kopuyor ve hızı inanılmaz yavaş; muhatap bulamıyorum. Eve geldiğimde internet yok; 'evinizin orada çalışma var' diyorlar ve bir saat veriyorlar. Ancak verdikleri saatten 5 saat geçmesine rağmen ne arayan var ne soran. Bir haftada iki defa aynı sorunu yaşıyorum. İnternetle ilgili ç","","","...","",""
"TurkNet 5 Gündür İnternet Kesik","https://www.sikayetvar.com/turknet/turknet-5-gundur-internet-kesik-1","Mehmet","22 Mayıs 03:23","352","17 Mayıs'ta kesilen internetim 22 Mayıs olmasına rağmen hâlâ gelmedi. Onlarca kez destek talebi oluşturdum. '24 saat içinde gelecek', '36 saat içinde gelecek' gibi sürekli hikayeler anlatıyorlar. Ve halen de gelmedi sadece geçiştirip duruyorlar başka yaptıkları hiçbir şey yok resmen TurkNet'li olduğ","","","...","",""
"TurkNet İnternet Bağlantısı Kopması","https://www.sikayetvar.com/turknet/turknet-internet-baglantisi-kopmasi-9","Şule","22 Mayıs 02:33","472","Gerçekten gece gece sinir krizine girdim. Çağrı merkezinde çalışıyorum. Gecenin bu vaktinde internet kopuyor, dakika başı. Çağrı merkeziniz bile yok ki iletişime geçip derdimizi anlatabileyim, eksik sürem çıkıyor. Bunları tamamlamakla bir de uğraşıyorum, çağrının ortasında bağlantı kopuyor. Çözüm bu","","","...","",""
"","","Ersin","22 Mayıs 00:54","518","","","","","",""
"TurkNet İnternet Sorunun Çözülmesini İstiyorum","https://www.sikayetvar.com/turknet/turknet-internet-sorunun-cozulmesini-istiyorum","Gamze","21 Mayıs 22:55","388","3768347 TurkNet hizmet numaralı internet hattımdan şikayetçiyim. Gamze D**** adına kayıtlıdır. Bu hizmeti satarken herhangi bir donma kopma bağlantıda yavaşlık olmayacağını söylediler. Hatta o kadar emindiler ki ikna olup kabul ettim. Sadece ilk iki ay güzel hizmet aldım bir iki donma dışında rahats","","","...","",""
"TurkNet İnternet Hizmetinin Olmayışı","https://www.sikayetvar.com/turknet/turknet-internet-hizmetinin-olmayisi","Osman","21 Mayıs 22:40","446","Ben bu kadar vasat bir kalite görmedim ne yazık ki yıllardır hiçbir markadan mutlu olamadım. Bu internet ile en fazla Instagram da Reels izlersin. 100 megabit hız diye satıyorlar. İndirme hızın 1Mb/S yükleme hızın 500kb/S hadi onu da geçtim oyun oynuyorum MS yükseliyor, FPS oyununda adamla karşı kar","","","...","",""
"TurkNet Aldığın Paranın Hakkını Ver, Derhal Ekip Gönder!","https://www.sikayetvar.com/turknet/turknet-aldigin-paranin-hakkini-ver-derhal-ekip-gonder-video","Uğur","21 Mayıs 21:22","333","","","","","https://files.sikayetvar.com/complaint/2883/28835673/turknet-aldigin-paranin-hakkini-ver-derhal-ekip-gonder.mp4#t=4.1",""
"TurkNet Abonelik İptal Etmek İstiyorum","https://www.sikayetvar.com/turknet/turknet-abonelik-iptal-etmek-istiyorum-1","Rüştü","21 Mayıs 21:07","711","Ortak olduğum şirkette ortağımla yapılan sözleşmeyle abonelik gerçekleştirilmiş, ancak sonrasında yaşanan sık kesintiler nedeniyle TurkNet'ten ayrılarak başka bir internet sağlayıcısına geçtik. Bu süreçte ortağımla problemler yaşayarak yollarımızı ayırdık ve şirketin tek yetkilisi ben oldum. TurkNet","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet Kurulum Sorunu","https://www.sikayetvar.com/turknet/turknet-kurulum-sorunu-48","Efe","21 Mayıs 20:39","282","TurkNet'e 13 Mayıs'ta internet için başvuru yaptım. Ancak bugün 21 Mayıs ve halen kurulumumu gerçekleştiremediler. İnternetinizi 1 yıl sonra almaya razıysanız bağlatın. Sürekli arıyorum, hep kayıt alıyorlar ve saha ekibi size hiçbir zaman ulaşım sağlamıyor. Bu kadar mağduriyet olmaz yazık, bugün iti","","","...","",""
"TurkNet 21 Gün Boyunca İnternet Arızası Çözülemedi","https://www.sikayetvar.com/turknet/turknet-21-gun-boyunca-internet-arizasi-cozulemedi","Oğuzhan","21 Mayıs 20:31","455","29 Nisan 2024 tarihinde TurkNet'e internet hizmeti sağlamaları için başvuru yaptım. 30 Nisan 'da kurulum için bir kişi geldi. Bir sorun olduğunu ve arıza kaydı oluşturacağını söyledi. O tarihten itibaren kimse bu sorunu çözmek için evime gelmedi. 3899552 numaralı hizmetim tam 21 gündür çözülmedi.","#Arıza","https://www.sikayetvar.com/turknet/ariza","","",""
"TurkNet'in Yaşattığı Mağduriyet","https://www.sikayetvar.com/turknet/turknetin-yasattigi-magduriyet-4","Buket","21 Mayıs 19:36","650","Yaklaşık 3 gündür internet hizmeti alamıyoruz. Her şeye tamam altyapı teknik arıza adı her neyse fakat hiç mi muhatap bulunmaz? Hiç mi derdini anlatacak bir müşteri hizmetleri desteği olmaz? Bir açıklama bir muhatap almak bu kadar mı zor? Nasıl bir amatörlük? Böyle sitelere şikayetler yazarak mı siz","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Bağlanamayan İnternet Sorunu","https://www.sikayetvar.com/turknet/turknet-baglanamayan-internet-sorunu-5","Işıltı","21 Mayıs 19:20","795","TurkNet'e 9 mayısta internet başvurusu yaptım. Gelen Türk Telekom ekipleri yanlarında kablo olmadığını söyleyerek bağlantıyı yapmadı. Başka bir ekibe yönlendirildi kablo çekmesi için onlar da geldi ve bakıp gitti yapmadı. Kabloyu kendiniz elektrikçi bulup yaptırın denildi. (Bağlantı bedelini neden ö","#Fiber İnternet","https://www.sikayetvar.com/turknet/fiber-internet","...","",""
"TurkNet Hayal Kırıklığına Uğratan İnternet Deneyimi","https://www.sikayetvar.com/turknet/turknet-hayal-kirikligina-ugratan-internet-deneyimi","Muhammed","21 Mayıs 18:35","359","Söylenenin aksine çok kötü bir internet deneyimi yaşadım. Keşke reklamlarınızda sahte bilgi vermeyip gerçek durumu anlatsanız. TurkNet'e geçiş yaptım ve nedeni Turkcell'in iyi çekmemesiydi. Aradığımda kendilerinin çok iyi olduğunu, süper çektiğini söylediler. Ancak 3 aydır hayatımın en kötü internet","","","...","https://files.sikayetvar.com/complaint/2884/28842584/turknet-hayal-kirikligina-ugratan-internet-deneyimi-1_768x768.jpg",""
"TurkNet Müşteri Hizmetleri İle İletişime Geçmek","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetleri-ile-iletisime-gecmek","Kubilay","21 Mayıs 18:28","393","Hayatımda gördüğüm en kötü yardım ve destek telefon hatlarına sahipler. Sürekli olarak önceden kayıtlı sesleri dinlemekten usandım. Ulaşmak için çok çaba sarf ediyorum. Yeni abone olmayı düşünüyordum ancak bu iletişim eksikliği nedeniyle büyük zorluk yaşadım. Bağlantı yapıldıktan sonra nelerle karşı","","","...","https://files.sikayetvar.com/complaint/2884/28842503/turknet-musteri-hizmetleri-ile-iletisime-gecmek-1_768x768.jpg",""
"TurkNet İnternet Bağlantı Sorunu","https://www.sikayetvar.com/turknet/turknet-internet-baglanti-sorunu-351","Mustafa","21 Mayıs 16:34","292","TurkNet internet bağlantım kesildi. Aradım, tüm kabloları kontrol ettim, çıkarıp taktım. Modemi kapatıp açtım. Ancak sorun çözülmedi ve dün geceden beri müşteri hizmetlerinden herhangi bir çözüm alamıyorum. 'Sizi arayacağız.' denilerek bekletiliyorum ve aradığımda müşteri hizmetleri, sanki alay eder","","","...","",""
"TurkNet İnternet Bağlama İle İlgili Karşımda Muhatap Yok","https://www.sikayetvar.com/turknet/turknet-internet-baglama-ile-ilgili-karsimda-muhatap-yok","Mustafa","21 Mayıs 16:17","373","Türk Telekom hattımı TurkNet e 17 Mayıs 2024 tarihinde taşıdım. 5 dakikada işlemi gerçekleştirdiler. Ama aktivasyonu yapamadılar. Telefon ile tamam rağmen muhatap bulamıyorum. 4-5 gündür sıkıntı yaşıyorum. İnternetim bağlanmadı. Ayrıca muhatap bulamıyorum. Arıza kaydınız alındı deniliyor ama hiçbir","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"Turk Net Müşteri Hizmetleri Ve Hız Sorunu","https://www.sikayetvar.com/turknet/turk-net-musteri-hizmetleri-ve-hiz-sorunu","Ensar","21 Mayıs 14:22","450","TurkNet müşteri hizmetleri beni kaale almıyor. Yok neymiş kayıtlı olduğu numaradan arayacakmışım. Saniye 1mb alıyorum yani 8mbps gibi bir hız ping sorunu zaten ayrı Valorant TR serverında ani ping giriyor ve internet git gel yapıyordu bu aralar yapmasada çok kötü internet.","#Ping Sorunu","https://www.sikayetvar.com/turknet/ping-sorunu","","",""
"TurkNet 4 Gündür İnternet Yok","https://www.sikayetvar.com/turknet/turknet-4-gundur-internet-yok-40","İremsu","21 Mayıs 14:05","333","Dört gündür internet kesildi bir türlü müşteri hizmetlerine bağlanamıyorum arıza var deyip telesekreter kapatıyor. Hiçbir bilgilendirme yapılmadı mağdur ediyorsunuz kullanıcılarınızı lütfen geri dönüşüm yapmanızı bekliyorum insanları bu kadar mağdur edemezsiniz","#Arıza","https://www.sikayetvar.com/turknet/ariza","","",""
"","","Tolga","21 Mayıs 12:18","138","","","","","",""
"TurkNet İnternet Bağlantısı Yok","https://www.sikayetvar.com/turknet/turknet-internet-baglantisi-yok-244","Kerem","21 Mayıs 11:34","538","TurkNet firmasından internet hizmeti alıyorum; ancak dün geceden beri bir düzelme olmadı. Final zamanımda yaşadığım bu sıkıntının çözülmesi için uygulama üzerinden ne destek kaydı oluşturabiliyorum ne de çözüm için bir görevli bulabiliyorum. İnanılmaz derecede sinirliyim. Zaman zaman kopmalar yaşanı","","","...","",""
"TurkNet Fazla Para Almak","https://www.sikayetvar.com/turknet/turknet-fazla-para-almak","Selahattin","21 Mayıs 11:25","400","Firmanıza tavsiye üzerine geldim gelmez olaydım. Daha ilk aydan soyulmaya başladık. 330 TL olacak faturanız dendi 683,15 TL geldi soyulacak bizim gibi insanları oluğu sürece bizleri uyutmak devam edersiniz. Sizlere ulaşmak için telefonları oradan oraya paslayıp duruyorsunuz canlı bir varlığa derdimi","","","...","",""
"TurkNet Hizmetsiz Para Talebi!","https://www.sikayetvar.com/turknet/turknet-hizmetsiz-para-talebi","Yüksel","21 Mayıs 10:15","488","TurkNet tarafından bağlanan ev internetini bazı sebeplerden dolayı iki üç gün içinde iptal ettirdim. Modem ve kablolarını kargo ile iade ettim ancak 550 TL fatura çıkarılmış ve hiçbir şekilde muhatap bulamıyorum. Bağlantı sırasında on beş gün içinde cayma hakkımız olduğu ve herhangi bir ücret ödenme","","","...","https://files.sikayetvar.com/complaint/2883/28836973/turknet-hizmetsiz-para-talebi-1_768x768.jpg",""
"Turk Net Taahhütsüz İnternet Diye Aldattı.","https://www.sikayetvar.com/turknet/turk-net-taahhutsuz-internet-diye-aldatti","Ersoy","21 Mayıs 09:11","752","TurkNet internetten taahhütsüz internet aldım. 3 ay kullandıktan sonra kapatmak istedim. Tüm işlemleri yapmama rağmen internetini kapatmıyorlar. Fazladan iki fatura oluştu. Müşteri hizmetlerine bağlanamıyorum. Makine ile muhatap oluyoruz. Hakem Heyeti'ne gideceğim.","#Fatura","https://www.sikayetvar.com/turknet/fatura","","",""
"","","Ozden","21 Mayıs 23:02","393","","","","","",""
"TurkNet İnternet Aramama Rağmen Gelmiyor","https://www.sikayetvar.com/turknet/turknet-internet-aramama-ragmen-gelmiyor","Osman","21 Mayıs 07:46","491","İnternetim 2 gündür yok. Sorun için arayıp bildirdiğimde oyalama durumuyla karşılaştım; 'Gece 12'de yapılacak, gün içinde yapılacak' denmesine rağmen üçüncü gün oldu ve hala internetim yok. Türk Telekom, altyapıdan sorumlu olduğunu belirterek işin içinden sıyrılmamalı. Bence Türk Telekom'un hukuki s","","","...","",""
"TurkNet İnternet 100 Bt Diyor Evdeki Bağlantı Hızım 30 Bt Ayrıca","https://www.sikayetvar.com/turknet/turknet-internet-100-bt-diyor-evdeki-baglanti-hizim-30-bt-ayrica","Umut","21 Mayıs 01:54","768","Yaklaşık bir saat oldu. İnternetim yok; ayrıca aylık 405 TL fatura ödüyorum. 100 Mbps taahhüt ediyorsunuz ancak internet hızı 30 Mbps'yi geçmiyor. Müşteri hizmetlerine ulaşamıyorum. Eskiden 0212 alan koduyla şikayet hattınız varken, şimdi onu bile kapatmışsınız. Size ancak buradan ulaşabiliyorum. Bö","#Fatura","https://www.sikayetvar.com/turknet/fatura","...","https://files.sikayetvar.com/complaint/2883/28835759/turknet-internet-100-bt-diyor-evdeki-baglanti-hizim-30-bt-ayrica-2_350x350.jpg","https://files.sikayetvar.com/complaint/2883/28835759/turknet-internet-100-bt-diyor-evdeki-baglanti-hizim-30-bt-ayrica-1_350x350.jpg"
